_id,Card Name,Mana Cost,Converted Mana Cost,Card Type,Card Text,Flavor Text,Set,Other Sets,Rarity,Card Number,Artist,Community Rating,Number of Voters,Image URL
601f0a73a21962abbfd2019d,Aether Meltdown,1 Blue ,2,Enchantment — Aura,"Flash (You may cast this spell any time you could cast an instant.) Enchant creature or Vehicle Energy Energy When Aether Meltdown enters the battlefield, you get (two energy counters). Enchanted permanent gets -4/-0. ",false,Kaladesh,false,Uncommon,36,Jason Felix,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417609&type=card
601f0a74a21962abbfd2019e,Æther Membrane,1 Red Red ,3,Creature — Wall,"Defender Reach (This creature can block creatures with flying.) Whenever Æther Membrane blocks a creature, return that creature to its owner's hand at end of combat. ",false,Duel Decks: Venser vs. Koth,"Planar Chaos (Uncommon) , Duel Decks: Venser vs. Koth (Uncommon) , ",Uncommon,48,Zoltan Boros & Gabor Szikszai,3.712,33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270856&type=card
601f0a78a21962abbfd2019f,Æther Mutation,3 Green Blue ,5,Sorcery,"Return target creature to its owner's hand. Put X 1/1 green Saproling creature tokens onto the battlefield, where X is that creature's converted mana cost. ",false,Vintage Masters,"Apocalypse (Uncommon) , Vintage Masters (Uncommon) , ",Uncommon,241,Ron Spencer,3.5,3,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=382837&type=card
601f0a7aa21962abbfd201a0,Aether Poisoner,1 Black ,2,Creature — Human Artificer,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) Energy Energy When Aether Poisoner enters the battlefield, you get (two energy counters). Energy Energy Whenever Aether Poisoner attacks, you may pay . If you do, create a 1/1 colorless Servo artifact creature token. ",false,Aether Revolt,false,Common,51,Yongjae Choi,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423718&type=card
601f0a7ba21962abbfd201a1,Æther Rift,1 Red Green ,3,Enchantment,"At the beginning of your upkeep, discard a card at random from your hand. If you discard a creature card this way, put that card into play unless any player pays 5 life. ",false,Invasion,false,Rare,227,Heather Hudson,3.978,46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23194&type=card
601f0a7ea21962abbfd201a2,Æther Searcher,7 ,7,Artifact Creature — Construct,"Reveal Æther Searcher as you draft it. Reveal the next card you draft and note its name. When Æther Searcher enters the battlefield, you may search your hand and/or library for a card with a name noted as you drafted cards named Æther Searcher. You may cast it without paying its mana cost. If you searched your library this way, shuffle it. ",false,Magic: The Gathering—Conspiracy,false,Rare,53,James Paick,3.571,7,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=382207&type=card
601f0a80a21962abbfd201a3,Æther Shockwave,3 White ,4,Instant,Choose one Tap all Spirits; or tap all non-Spirit creatures. ,"""The strain upon the veil between worlds began to show near the end of the Kami War. Strange happenings that neither side could control lashed out across Kamigawa.""",Saviors of Kamigawa,false,Uncommon,1,Stephen Tappin,2.645,38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74208&type=card
601f0a83a21962abbfd201a4,Æther Snap,3 Black Black ,5,Sorcery,Remove all counters from all permanents and exile all tokens. ,"""May you wake to find you were only ever a dream.""",Commander 2014,"Darksteel (Rare) , Commander 2014 (Rare) , ",Rare,133,Kev Walker,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389425&type=card
601f0a84a21962abbfd201a5,Aether Spellbomb,1 ,1,Artifact,"Blue , Sacrifice Aether Spellbomb: Return target creature to its owner's hand. 1 , Sacrifice Aether Spellbomb: Draw a card. ","""Release that which was never caged.""",Jumpstart,"Mirrodin (Common) , Archenemy (Common) , Duel Decks: Elspeth vs. Tezzeret (Common) , Modern Masters (Common) , Jumpstart (Common) , ",Common,456,Jim Nelson,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489439&type=card
601f0a85a21962abbfd201a6,Æther Sting,3 Red ,4,Enchantment,"Whenever one of your opponents plays a creature spell, Æther Sting deals 1 damage to that player. ","When Gatha fell, he was called to account for each abomination he created.","Urza's Destiny",false,Uncommon,76,Pete Venters,3.589,28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12612&type=card
601f0a88a21962abbfd201a7,Æther Storm,3 Blue ,4,Enchantment,"Creature cards can't be played. Pay 4 life: Destroy Æther Storm. It can't be regenerated. Any player may play this ability. ","""I do love the rain . . . but this storm feels somehow wrong, Taysir.""",Masters Edition II,"Fifth Edition (Uncommon) , Homelands (Uncommon) , Masters Edition II (Uncommon) , ",Uncommon,39,Mark Tedin,3.259,54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184722&type=card
601f0a89a21962abbfd201a8,Aether Swooper,1 Blue ,2,Creature — Vedalken Artificer,"Flying Energy Energy When Aether Swooper enters the battlefield, you get (two energy counters). Energy Energy Whenever Aether Swooper attacks, you may pay . If you do, create a 1/1 colorless Servo artifact creature token. ",false,Aether Revolt,false,Common,26,James Ryman,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423693&type=card
601f0a8ba21962abbfd201a9,Aether Theorist,1 Blue ,2,Creature — Vedalken Rogue,"Energy Energy Energy When Aether Theorist enters the battlefield, you get (three energy counters). Tap Energy , Pay : Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.) ",false,Kaladesh,false,Common,37,Lucas Graciano,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417610&type=card
601f0a96a21962abbfd201aa,Æther Tide,Variable Colorless Blue ,1,Sorcery,"Choose and discard X creature cards: Return X target creatures to their owner's hand. ",The tide of magic brought them here. Now it would take them home.,Exodus,false,Common,27,Andrew Robinson,1.549,41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6071&type=card
601f0a98a21962abbfd201ab,Aether Tradewinds,2 Blue ,3,Instant,"Return target permanent you control and target permanent you don't control to their owners' hands. ","Consulate engineers have developed safe methods of harvesting aether, but renegades aren't always so careful.",Kaladesh,"Worldwake (Common) , Magic: The Gathering—Conspiracy (Common) , Kaladesh (Common) , ",Common,38,Lius Lasahido,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417611&type=card
601f0a99a21962abbfd201ac,Aether Tunnel,1 Blue ,2,Enchantment — Aura,"Enchant creature Enchanted creature gets +1/+0 and can't be blocked. ","If you can't find a doorway, make one.",Core Set 2019,false,Uncommon,43,Lucas Graciano,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447179&type=card
601f0a9aa21962abbfd201ad,Aether Vial,1 ,1,Artifact,"At the beginning of your upkeep, you may put a charge counter on Aether Vial. Tap : You may put a creature card with converted mana cost equal to the number of charge counters on Aether Vial from your hand onto the battlefield. ",false,Iconic Masters,"Darksteel (Uncommon) , From the Vault: Relics (Mythic Rare) , Modern Masters (Rare) , Masterpiece Series: Kaladesh Inventions (Special) , Iconic Masters (Rare) , ",Rare,212,Karl Kopinski,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=438778&type=card
601f0a9ba21962abbfd201ae,Æther Web,1 Green ,2,Enchantment - Aura,"Flash (You may play this spell any time you could play an instant.) Enchant creature Enchanted creature gets +1/+1, can block as though it had flying, and can block creatures with shadow as though they didn't have shadow. ",false,Time Spiral,false,Common,189,Justin Sweet,3.289,45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=108852&type=card
601f0a9da21962abbfd201af,Aetherborn Marauder,3 Black ,4,Creature — Aetherborn Rogue,"Flying, lifelink When Aetherborn Marauder enters the battlefield, move any number of +1/+1 counters from other permanents you control onto Aetherborn Marauder. ","""I don't know what that is or who it belongs to, but it's shiny and I want it.""",Kaladesh,false,Uncommon,71,Kieran Yanner,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417644&type=card
601f0a9ea21962abbfd201b0,Ætherflame Wall,1 Red ,2,Creature - Wall,"Defender Ætherflame Wall can block creatures with shadow as though they didn't have shadow. Red : Ætherflame Wall gets +1/+0 until end of turn. ",false,Time Spiral,false,Common,142,Justin Sweet,3.358,53,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=113558&type=card
601f0aa0a21962abbfd201b1,Aetherflux Reservoir,4 ,4,Artifact,"Whenever you cast a spell, you gain 1 life for each spell you've cast this turn. Pay 50 life: Aetherflux Reservoir deals 50 damage to target creature or player. ","While most power is used for ordinary, everyday tasks, one shouldn't underestimate its potential for the extraordinary.",Kaladesh,false,Rare,192,Cliff Childs,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417765&type=card
601f0aa2a21962abbfd201b2,Aethergeode Miner,1 White ,2,Creature — Dwarf Scout,"Energy Energy Whenever Aethergeode Miner attacks, you get (two energy counters). Energy Energy Pay : Exile Aethergeode Miner, then return it to the battlefield under its owner's control. ","Gremlins in the wild feed on nodules of pure aether, which are also prized by miners.",Aether Revolt,false,Rare,4,Winona Nelson,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423671&type=card
601f0aa3a21962abbfd201b3,Aetherize,3 Blue ,4,Instant,"Return all attacking creatures to their owner's hand. ","""You can come back once you've learned some manners—and figured out how to reconstitute your physical forms.""",Zendikar Rising Commander,"Gatecrash (Uncommon) , Duel Decks: Elspeth vs. Kiora (Uncommon) , Commander 2015 (Uncommon) , Iconic Masters (Uncommon) , Zendikar Rising Commander (Uncommon) , ",Uncommon,23,Ryan Barger,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=495961&type=card
601f0aa5a21962abbfd201b4,Ætherling,4 Blue Blue ,6,Creature — Shapeshifter,"Blue : Exile Ætherling. Return it to the battlefield under its owner's control at the beginning of the next end step. Blue : Ætherling is unblockable this turn. 1 : Ætherling gets +1/-1 until end of turn. 1 : Ætherling gets -1/+1 until end of turn. ",false,"Dragon's Maze",false,Rare,11,Tyler Jacobson,4.14,164,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=368961&type=card
601f0aa6a21962abbfd201b5,"Aethermage's Touch",2 White Blue ,4,Instant,"Reveal the top four cards of your library. You may put a creature card from among them onto the battlefield. It gains ""At the beginning of your end step, return this creature to its owner's hand."" Then put the rest of the cards revealed this way on the bottom of your library in any order. ",false,Commander 2018,"Dissension (Rare) , Commander 2013 Edition (Rare) , Modern Masters 2017 Edition (Rare) , Commander Anthology (Rare) , Commander 2018 (Rare) , ",Rare,168,Randy Gallegos,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=451123&type=card
601f0aa8a21962abbfd201b6,Ætherplasm,2 Blue Blue ,4,Creature - Illusion,"Whenever Ætherplasm blocks a creature, you may return Ætherplasm to its owner's hand. If you do, you may put a creature card from your hand into play blocking that creature. ",Its fickle form holds hints of a thousand former identities.,Guildpact,false,Uncommon,22,Nottsuo,4.025,79,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96924&type=card
601f0aa9a21962abbfd201b7,Aethershield Artificer,3 White ,4,Creature — Dwarf Artificer,"At the beginning of combat on your turn, target artifact creature you control gets +2/+2 and gains indestructible until end of turn. <i>(Damage and effects that say ""destroy"" don't destroy it.)</i> ","Most smiths shape metal, but some prefer more delicate materials.",Core Set 2019,false,Uncommon,2,Izzy,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447138&type=card
601f0aaba21962abbfd201b8,Æthersnatch,4 Blue Blue ,6,Instant,"Gain control of target spell. You may choose new targets for it. (If that spell becomes a permanent, it enters the battlefield under your control.) ","""You were saying?""",Commander 2015,false,Rare,9,Aaron Miller,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=405120&type=card
601f0aada21962abbfd201b9,Aethersnipe,5 Blue ,6,Creature — Elemental,"When Aethersnipe enters the battlefield, return target nonland permanent to its owner's hand. 1 Blue Blue Evoke <i>(You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)</i> ",false,Ultimate Masters,"Lorwyn (Common) , Duel Decks: Jace vs. Chandra (Common) , Magic: The Gathering-Commander (Common) , Modern Masters (Common) , Duel Decks Anthology, Jace vs. Chandra (Common) , Modern Masters 2015 Edition (Common) , Ultimate Masters (Common) , ",Common,44,Zoltan Boros & Gabor Szikszai,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=456640&type=card
601f0aaea21962abbfd201ba,Aethersphere Harvester,3 ,3,Artifact — Vehicle,"Flying Energy Energy When Aethersphere Harvester enters the battlefield, you get (two energy counters). Energy Pay : Aethersphere Harvester gains lifelink until end of turn. Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.) ",false,Aether Revolt,false,Rare,142,Christine Choi,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423809&type=card
601f0aafa21962abbfd201bb,Ætherspouts,3 Blue Blue ,5,Instant,"For each attacking creature, its owner puts it on the top or bottom of his or her library. ","""Don't worry, there's plenty for everyone.""",Magic 2015 Core Set,false,Rare,44,Dan Scott,3.5,6,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383178&type=card
601f0ab1a21962abbfd201bc,Aethersquall Ancient,5 Blue Blue ,7,Creature — Leviathan,"Flying Energy Energy Energy At the beginning of your upkeep, you get (three energy counters). Energy Energy Energy Energy Energy Energy Energy Energy Pay : Return all other creatures to their owners' hands. Activate this ability only any time you could cast a sorcery. ",false,Kaladesh,false,Rare,39,Sam Burley,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417612&type=card
601f0ab2a21962abbfd201bd,Aetherstorm Roc,2 White White ,4,Creature — Bird,"Flying Energy Whenever Aetherstorm Roc or another creature enters the battlefield under your control, you get (an energy counter). Energy Energy Whenever Aetherstorm Roc attacks, you may pay . If you do, put a +1/+1 counter on it and tap up to one target creature defending player controls. ",false,Kaladesh,false,Rare,3,Scott Murphy,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417576&type=card
